STRASSE,STRANAM,HSZ
379,Bad-Kissingen-Str.,64
379,Bad-Kissingen-Str.,71
379,Bad-Kissingen-Str.,74
5200,Wintersteinstr.,18
5200,Wintersteinstr.,20
5200,Wintersteinstr.,24
5200,Wintersteinstr.,27
379,Bad-Kissingen-Str.,95
380,Bad-Kreuther-Str.,4
381,Bad-Kreuznacher-Str.,2
381,Bad-Kreuznacher-Str.,8
5200,Wintersteinstr.,72
3046,Maxhofstr.,86
2760,Domagkstr.,50
3571,Pfisterstr.,10
400,Balanstr.,41
399,Bajuwarenstr.,2
399,Bajuwarenstr.,25
399,Bajuwarenstr.,35
399,Bajuwarenstr.,44
399,Bajuwarenstr.,50
399,Bajuwarenstr.,98
399,Bajuwarenstr.,100
399,Bajuwarenstr.,107
399,Bajuwarenstr.,112
399,Bajuwarenstr.,118
399,Bajuwarenstr.,127
5205,Wintrichring,87
2222,Isoldenstr.,56
96,Alpenveilchenstr.,46
5527,Baldusweg,3
5527,Baldusweg,6
5527,Baldusweg,9
5527,Baldusweg,10
406,Ballaufstr.,3
406,Ballaufstr.,16
1001,Eichenauer Str.,1a
406,Ballaufstr.,22
406,Ballaufstr.,37
5207,Winzererstr.,7
5207,Winzererstr.,13
5207,Winzererstr.,22
426,Barer Str.,52
543,Bertelestr.,73
426,Barer Str.,60
426,Barer Str.,63
426,Barer Str.,66
426,Barer Str.,69
422,Barbenweg,1
422,Barbenweg,4
422,Barbenweg,6
422,Barbenweg,9
422,Barbenweg,13
426,Barer Str.,84
426,Barer Str.,86a
5498,Kunreuthstr.,7
427,Barlachstr.,14
5956,Dießener Str.,6
428,Barlowstr.,1b
428,Barlowstr.,3a
428,Barlowstr.,3c
428,Barlowstr.,7
428,Barlowstr.,7b
428,Barlowstr.,9b
428,Barlowstr.,35
443,Baubergerstr.,26
443,Baubergerstr.,26c
443,Baubergerstr.,26e
312,Asmarstr.,7
312,Asmarstr.,9
312,Asmarstr.,14
314,Asperstr.,2
314,Asperstr.,6
313,Aßlinger Str.,3
313,Aßlinger Str.,4
313,Aßlinger Str.,5
313,Aßlinger Str.,9
6126,Gustav-Heinemann-Ring,42
788,Cosimastr.,140
315,Astallerstr.,18
315,Astallerstr.,22
315,Astallerstr.,25
315,Astallerstr.,34
316,Asternstr.,3
4315,Schwindstr.,7d
323,Aubinger Str.,81
323,Aubinger Str.,84
323,Aubinger Str.,85b
323,Aubinger Str.,87
323,Aubinger Str.,87c
319,Athener Str.,18
5277,Zehntfeldstr.,233
323,Aubinger Str.,99
323,Aubinger Str.,100
323,Aubinger Str.,103
323,Aubinger Str.,108
323,Aubinger Str.,119
323,Aubinger Str.,130
323,Aubinger Str.,134
323,Aubinger Str.,136
4964,Waidachanger,3b
5277,Zehntfeldstr.,266
4551,Steinstr.,43
772,Cimbernstr.,55
772,Cimbernstr.,61
5674,Helene-Mayer-Ring,7a
3925,Rosenheimer Str.,228
323,Aubinger Str.,139a
323,Aubinger Str.,139b
323,Aubinger Str.,141b
323,Aubinger Str.,145
323,Aubinger Str.,148
323,Aubinger Str.,162
323,Aubinger Str.,164b
323,Aubinger Str.,166
323,Aubinger Str.,166c
323,Aubinger Str.,169
323,Aubinger Str.,170
323,Aubinger Str.,173
323,Aubinger Str.,176
323,Aubinger Str.,179
323,Aubinger Str.,183
328,Auerfeldstr.,27
324,Aubing-Ost-Str.,15
324,Aubing-Ost-Str.,18
324,Aubing-Ost-Str.,22
324,Aubing-Ost-Str.,26a
324,Aubing-Ost-Str.,28
324,Aubing-Ost-Str.,52
324,Aubing-Ost-Str.,56
324,Aubing-Ost-Str.,74
324,Aubing-Ost-Str.,79a
330,Auerspitzstr.,26
330,Auerspitzstr.,30
362,Ayinger Str.,22
362,Ayinger Str.,23
362,Ayinger Str.,25
5183,Wimmerstr.,12
5183,Wimmerstr.,13
5183,Wimmerstr.,16
5183,Wimmerstr.,19
5182,Wimbachtalstr.,2
378,Bad-Ischler-Str.,20
378,Bad-Ischler-Str.,23
3605,Planegger Str.,25
5190,Windhuker Str.,34
5190,Windhuker Str.,38
393,Bahnhofpl.,7
397,Bahnstr.,1
397,Bahnstr.,5
397,Bahnstr.,12
397,Bahnstr.,14
5193,Winkelmooser Str.,3
5193,Winkelmooser Str.,4
5193,Winkelmooser Str.,4a
5193,Winkelmooser Str.,12
398,Baierbrunner Str.,28
5199,Winternitzstr.,4
5199,Winternitzstr.,4a
5199,Winternitzstr.,5
5199,Winternitzstr.,6
5200,Wintersteinstr.,5
5200,Wintersteinstr.,6
5200,Wintersteinstr.,7
5200,Wintersteinstr.,12
5200,Wintersteinstr.,15
403,Baldhamer Str.,6
5200,Wintersteinstr.,30
5200,Wintersteinstr.,32
5200,Wintersteinstr.,36
5200,Wintersteinstr.,40
5200,Wintersteinstr.,44
5200,Wintersteinstr.,50
5200,Wintersteinstr.,58
405,Baldurstr.,65
405,Baldurstr.,73
405,Baldurstr.,93
328,Auerfeldstr.,23
399,Bajuwarenstr.,5
399,Bajuwarenstr.,8
399,Bajuwarenstr.,12
399,Bajuwarenstr.,16
399,Bajuwarenstr.,17
5203,Winthirpl.,7
5204,Winthirstr.,6
5204,Winthirstr.,10a
5204,Winthirstr.,12
5204,Winthirstr.,16
5204,Winthirstr.,21
5205,Wintrichring,91
5205,Wintrichring,99
5205,Wintrichring,105
5904,Wilhelm-Hoegner-Str.,42
853,Dickensstr.,1
853,Dickensstr.,15
3911,Rohrsängerpl.,27
3911,Rohrsängerpl.,27a
5273,Zedernweg,8a
5242,Würmtalstr.,151a
5169,Wilhelm-Riehl-Str.,50
406,Ballaufstr.,41
426,Barer Str.,14
426,Barer Str.,21
426,Barer Str.,33
426,Barer Str.,34
427,Barlachstr.,8
426,Barer Str.,36
426,Barer Str.,41
426,Barer Str.,48
426,Barer Str.,50
426,Barer Str.,71
426,Barer Str.,80
426,Barer Str.,82
5104,Westendstr.,67
5104,Westendstr.,73
5104,Westendstr.,80
5104,Westendstr.,85
32,Adlerstr.,1d
443,Baubergerstr.,14a
5104,Westendstr.,92
5104,Westendstr.,93a
5104,Westendstr.,95
5104,Westendstr.,99
5104,Westendstr.,104
443,Baubergerstr.,23
443,Baubergerstr.,24a
443,Baubergerstr.,24b
443,Baubergerstr.,25
443,Baubergerstr.,26f
440,Batschkastr.,40
440,Batschkastr.,46
5104,Westendstr.,111
5104,Westendstr.,117
5104,Westendstr.,119b
443,Baubergerstr.,31
443,Baubergerstr.,32
2011,Hochäckerstr.,20
460,Bautzener Str.,6a
460,Bautzener Str.,8
5164,Wilhelm-Leibl-Str.,18
5164,Wilhelm-Leibl-Str.,22
5164,Wilhelm-Leibl-Str.,25
5164,Wilhelm-Leibl-Str.,31
5164,Wilhelm-Leibl-Str.,35b
5164,Wilhelm-Leibl-Str.,35d
5164,Wilhelm-Leibl-Str.,35g
508,Berg-am-Laim-Str.,62
326,Auenstr.,2a
323,Aubinger Str.,91
323,Aubinger Str.,93
323,Aubinger Str.,95a
2843,Lipperheidestr.,1
323,Aubinger Str.,96
326,Auenstr.,21a
326,Auenstr.,25
326,Auenstr.,27
4964,Waidachanger,5
3458,Pappenheimstr.,12
326,Auenstr.,68
326,Auenstr.,72
326,Auenstr.,76
326,Auenstr.,82
326,Auenstr.,86
326,Auenstr.,98
326,Auenstr.,102
326,Auenstr.,102b
323,Aubinger Str.,150
327,Auerbergstr.,4
327,Auerbergstr.,8
328,Auerfeldstr.,3
328,Auerfeldstr.,4a
328,Auerfeldstr.,6
328,Auerfeldstr.,8
328,Auerfeldstr.,16
328,Auerfeldstr.,20
330,Auerspitzstr.,1a
5473,Radolfzeller Str.,23
330,Auerspitzstr.,1d
330,Auerspitzstr.,2
330,Auerspitzstr.,8
330,Auerspitzstr.,11
330,Auerspitzstr.,15
330,Auerspitzstr.,19
330,Auerspitzstr.,22
330,Auerspitzstr.,24
3493,Paulsdorfferstr.,9
330,Auerspitzstr.,33
330,Auerspitzstr.,34
330,Auerspitzstr.,41
330,Auerspitzstr.,47
333,Auf der Falkenbeiz,6
333,Auf der Falkenbeiz,8
5779,Charles-de-Gaulle-Str.,6a
4953,Wackenroderstr.,17
335,Auf der Vogelwiese,1
3701,Putzbrunner Str.,41
3701,Putzbrunner Str.,120
5192,Winfriedstr.,10
5192,Winfriedstr.,11
5192,Winfriedstr.,14
5192,Winfriedstr.,18
379,Bad-Kissingen-Str.,1
379,Bad-Kissingen-Str.,4
379,Bad-Kissingen-Str.,5
379,Bad-Kissingen-Str.,8
5196,Winninger Str.,13
5197,Winsauerstr.,2
5197,Winsauerstr.,4
398,Baierbrunner Str.,20
402,Baldestr.,1
402,Baldestr.,4
402,Baldestr.,9
402,Baldestr.,11
402,Baldestr.,13
402,Baldestr.,15
402,Baldestr.,19
402,Baldestr.,21
404,Baldrianstr.,2
404,Baldrianstr.,7
3048,Maximilianstr.,17
405,Baldurstr.,3
405,Baldurstr.,9
405,Baldurstr.,28
405,Baldurstr.,37
405,Baldurstr.,59
405,Baldurstr.,62
2333,Kapellengartenstr.,1
5201,Winterstr.,5
5201,Winterstr.,8
5201,Winterstr.,10
5201,Winterstr.,13
5202,Winterthurer Str.,3
418,Bantingstr.,9
418,Bantingstr.,12
418,Bantingstr.,13
420,Barbarastr.,19
421,Barbarossastr.,2
5204,Winthirstr.,33
5204,Winthirstr.,35
5205,Wintrichring,44
5205,Wintrichring,48
5205,Wintrichring,56
421,Barbarossastr.,25
421,Barbarossastr.,29
5281,Zeisigweg,16c
423,Barbierstr.,3
424,Barbinger Weg,5
424,Barbinger Weg,12
6083,Wildenburgstr.,7
5342,Zwingenberger Str.,5
5342,Zwingenberger Str.,5a
5342,Zwingenberger Str.,35
5137,Wiesbadener Str.,4
5547,Ravensburger Ring,64
6200,Josef-Brückl-Str.,74
5407,Arabellastr.,29
426,Barer Str.,1
426,Barer Str.,11
440,Batschkastr.,29
5104,Westendstr.,17
5104,Westendstr.,22
5104,Westendstr.,26
5104,Westendstr.,27
5104,Westendstr.,31
5104,Westendstr.,45
5104,Westendstr.,49
5104,Westendstr.,63
443,Baubergerstr.,16a
6726,Rhea-Lüst-Str.,33
443,Baubergerstr.,21
459,Bauseweinallee,67
459,Bauseweinallee,78
459,Bauseweinallee,81
459,Bauseweinallee,82a
459,Bauseweinallee,87
459,Bauseweinallee,91
459,Bauseweinallee,92
459,Bauseweinallee,96
459,Bauseweinallee,123
459,Bauseweinallee,125
459,Bauseweinallee,127
3226,Muxelstr.,4
1358,Fröhlichstr.,2
1249,Forstenrieder Allee,35
195,Ammerlandstr.,19
195,Ammerlandstr.,26
2909,Luisenstr.,20
3514,Perhamerstr.,65
460,Bautzener Str.,4
5722,Becker-Gundahl-Str.,30
5722,Becker-Gundahl-Str.,32
5722,Becker-Gundahl-Str.,36
5722,Becker-Gundahl-Str.,42
5125,Wickenstr.,1
5125,Wickenstr.,5
5125,Wickenstr.,10a
5119,Weyarner Str.,14a
5119,Weyarner Str.,18
5119,Weyarner Str.,19a
5119,Weyarner Str.,31
326,Auenstr.,7
326,Auenstr.,12
326,Auenstr.,14
326,Auenstr.,17
5727,Wilhelm-Zwölfer-Str.,20
5727,Wilhelm-Zwölfer-Str.,26
5968,Will-Dohm-Weg,2
5968,Will-Dohm-Weg,8
1489,Gerstäckerstr.,107
2056,Hofangerstr.,38
5174,Willibaldpl.,1
5174,Willibaldpl.,5
326,Auenstr.,50
326,Auenstr.,62
2152,Iblherstr.,64
2216,Isegrimstr.,30
2217,Isengaustr.,1
2217,Isengaustr.,26
2236,Jakob-Böhme-Str.,10
2267,Josef-Beiser-Str.,26
1129,Eversbuschstr.,194
2505,Koboldstr.,62
2509,Kölblstr.,6
2618,Krumbadstr.,70
405,Baldurstr.,89
2742,Lehenweg,8
2742,Lehenweg,26
2846,Liscowstr.,40
2779,Leoprechtingstr.,29
2822,Limburgstr.,7
328,Auerfeldstr.,26
2922,Madelsederstr.,18
2922,Madelsederstr.,27
2941,Maikammerer Str.,16
2990,Mariathalstr.,2
3081,Melanchthonstr.,37
3081,Melanchthonstr.,45
3151,Möschenfelder Str.,19
2080,Hohenesterstr.,16
3354,Oberölkofener Str.,20
3389,Olmendorferstr.,22
3493,Paulsdorfferstr.,24
3508,Peralohstr.,39
3508,Peralohstr.,82
3531,Peter-Henlein-Str.,23
3548,Pfälzer-Wald-Str.,26
3553,Pfanzeltpl.,18
3691,Puechbergerstr.,27
3698,Puppenweg,7
3698,Puppenweg,16
1032,Elfriedenstr.,94
1040,Elritzenstr.,28
3701,Putzbrunner Str.,156
3701,Putzbrunner Str.,266
3735,Ramoltstr.,41
3770,Redlingerstr.,9
3869,Rimstinger Str.,7
3914,Rollenhagenstr.,50a
3925,Rosenheimer Str.,124
3925,Rosenheimer Str.,179
3952,Rotkäppchenstr.,72
1414,Gartenstadtstr.,12
1414,Gartenstadtstr.,41
5197,Winsauerstr.,8
5197,Winsauerstr.,11
5197,Winsauerstr.,15
5197,Winsauerstr.,19
5198,Winterhalterstr.,1
398,Baierbrunner Str.,1
398,Baierbrunner Str.,2
400,Balanstr.,361
400,Balanstr.,365
400,Balanstr.,368
400,Balanstr.,371
403,Baldhamer Str.,3
5210,Wißmannstr.,12
2388,Kastelburgstr.,43
1739,Hagenbacher Str.,36
2748,Leienfelsstr.,45
1054,Emmeringer Str.,3
1598,Grafrather Str.,15
1598,Grafrather Str.,26
1613,Graßlfinger Str.,6b
5733,Stiftsbogen,64
5227,Wolfratshauser Str.,76
4190,Schmalkaldener Str.,14
4190,Schmalkaldener Str.,14a
3833,Ricarda-Huch-Str.,9
1315,Freseniusstr.,51
1315,Freseniusstr.,51b
5207,Winzererstr.,152
418,Bantingstr.,1
418,Bantingstr.,5
5215,Wölzlstr.,19
421,Barbarossastr.,8
421,Barbarossastr.,14
421,Barbarossastr.,15
421,Barbarossastr.,20
421,Barbarossastr.,22
5218,Wörnzhoferstr.,15
438,Bassermannstr.,22
438,Bassermannstr.,23
3246,Nederlinger Str.,74
2736,Lechstr.,19
439,Bastian-Schmid-Pl.,2
425,Barellistr.,6
425,Barellistr.,9a
425,Barellistr.,12
425,Barellistr.,16
425,Barellistr.,20
5839,Bastianweg,8
1315,Freseniusstr.,51a
512,Bergetstr.,32
440,Batschkastr.,7
440,Batschkastr.,9
440,Batschkastr.,10
440,Batschkastr.,31
440,Batschkastr.,34
462,Bavariaring,2
442,Batzerstr.,1a
442,Batzerstr.,9
442,Batzerstr.,12
442,Batzerstr.,16
5104,Westendstr.,3
5104,Westendstr.,7
5104,Westendstr.,13
459,Bauseweinallee,6
459,Bauseweinallee,29a
1054,Emmeringer Str.,4a
459,Bauseweinallee,31
459,Bauseweinallee,33
459,Bauseweinallee,37
459,Bauseweinallee,40b
459,Bauseweinallee,47
459,Bauseweinallee,52
459,Bauseweinallee,56
459,Bauseweinallee,58
459,Bauseweinallee,64
5200,Wintersteinstr.,52a
459,Bauseweinallee,119
5112,Westfalenstr.,2
5113,Westpreußenstr.,1
5938,Dr.-Walther-von-Miller-Str.,29
5113,Westpreußenstr.,7
5113,Westpreußenstr.,14
5113,Westpreußenstr.,26
5113,Westpreußenstr.,36
5113,Westpreußenstr.,49
5113,Westpreußenstr.,71
5117,Wettersteinstr.,1a
5117,Wettersteinstr.,3
5117,Wettersteinstr.,8
5118,Wetzelstr.,1
5118,Wetzelstr.,3
5118,Wetzelstr.,4
5118,Wetzelstr.,10
5118,Wetzelstr.,14
154,Am Glockenbach,14
2152,Iblherstr.,5
460,Bautzener Str.,12a
460,Bautzener Str.,16
460,Bautzener Str.,20
460,Bautzener Str.,26
5105,Westenriederstr.,13
461,Bauweberstr.,2
461,Bauweberstr.,3
461,Bauweberstr.,3a
2152,Iblherstr.,26
2152,Iblherstr.,70
6159,Ludwig-Erhard-Allee,29
2056,Hofangerstr.,53
2056,Hofangerstr.,54
2056,Hofangerstr.,71a
2056,Hofangerstr.,75b
2056,Hofangerstr.,111
2056,Hofangerstr.,149
2076,Hohenaschauer Str.,3
2076,Hohenaschauer Str.,104
2152,Iblherstr.,34
4629,Sturmiusweg,36
4331,Seebrucker Str.,8
2272,Josef-Mohr-Weg,33
2272,Josef-Mohr-Weg,57
2354,Karl-Preis-Pl.,7
2385,Kasperlmühlstr.,11
2505,Koboldstr.,30
2077,Hohenbrunner Str.,34
2286,Josephsburgstr.,142
2286,Josephsburgstr.,181
2580,Kreillerstr.,133
2580,Kreillerstr.,138
3764,Rauschbergstr.,1
2846,Liscowstr.,18
2876,Lorenzstr.,31
800,Dachstr.,59a
1652,Großhaderner Str.,33
761,Chemnitzer Pl.,10
5148,Wildenfelser Str.,15
4432,Sörgelstr.,15a
1775,Hansastr.,40
253,Ankoglstr.,12
311,Askaripfad,8
399,Bajuwarenstr.,45
3436,Ottobrunner Str.,36
511,Bergerwaldstr.,14
535,Bernhard-Mayer-Str.,2
580,Birthälmer Str.,69
655,Brändströmstr.,2
809,Damaschkestr.,35
809,Damaschkestr.,66
923,Dresselstr.,34
932,Dualastr.,12
967,Edeltraudstr.,62
1012,Eigerstr.,41
1088,Ernastr.,35
1133,Fabinistr.,32
1164,Fauststr.,64a
1177,Feldbergstr.,12
1177,Feldbergstr.,25a
1232,Florastr.,51
1300,Frau-von-Uta-Str.,7
1328,Friedenspromenade,8
1384,Funtenseestr.,8
2382,Kaspar-Kerll-Str.,47
1179,Feldmochinger Str.,389
1540,Gnadenwaldpl.,9
1571,Gorch-Fock-Str.,30
1596,Graf-Lehndorff-Str.,3a
1649,Großfriedrichsburger Str.,25
1672,Grundelstr.,4
1680,Günderodestr.,26
1680,Günderodestr.,50
1729,Hälblingweg,6
1784,Hanslbauerstr.,2
939,Düsseldorfer Str.,14
1528,Glockenblumenstr.,6
400,Balanstr.,374
400,Balanstr.,377
400,Balanstr.,380
400,Balanstr.,384
400,Balanstr.,389
400,Balanstr.,392
400,Balanstr.,133
419,Banzweg,1
419,Banzweg,5
419,Banzweg,12
419,Banzweg,15
2549,Konstanzer Str.,32
5214,Wöhlerstr.,52
5214,Wöhlerstr.,53
5214,Wöhlerstr.,54
5214,Wöhlerstr.,56
5214,Wöhlerstr.,59a
5214,Wöhlerstr.,66
5214,Wöhlerstr.,70
5214,Wöhlerstr.,72
5215,Wölzlstr.,1a
5215,Wölzlstr.,3
5215,Wölzlstr.,20
5215,Wölzlstr.,24
5215,Wölzlstr.,27
5215,Wölzlstr.,31
5215,Wölzlstr.,35
5217,Wörnbrunner Pl.,1
5217,Wörnbrunner Pl.,4
5217,Wörnbrunner Pl.,7
5218,Wörnzhoferstr.,10
5218,Wörnzhoferstr.,12
1052,Emin-Pascha-Str.,36
439,Bastian-Schmid-Pl.,5
439,Bastian-Schmid-Pl.,8
439,Bastian-Schmid-Pl.,10
439,Bastian-Schmid-Pl.,11
512,Bergetstr.,20
5336,Zwergerweg,2
3020,Martin-Luther-Str.,11
454,Baumstänglstr.,3a
454,Baumstänglstr.,16
455,Baumstr.,1a
440,Batschkastr.,16
440,Batschkastr.,16b
440,Batschkastr.,17
440,Batschkastr.,22
440,Batschkastr.,25
455,Baumstr.,21
456,Bauschingerstr.,1
456,Bauschingerstr.,7
456,Bauschingerstr.,13
456,Bauschingerstr.,17
457,Bauschneiderstr.,4
459,Bauseweinallee,7
459,Bauseweinallee,7b
459,Bauseweinallee,10
459,Bauseweinallee,12
459,Bauseweinallee,15
459,Bauseweinallee,17
459,Bauseweinallee,23
459,Bauseweinallee,26
459,Bauseweinallee,27a
459,Bauseweinallee,28b
4830,Ulrich-von-Hutten-Str.,4
5110,Westermühlstr.,4
5110,Westermühlstr.,13
5110,Westermühlstr.,16
5110,Westermühlstr.,24
5110,Westermühlstr.,26
5110,Westermühlstr.,31
5110,Westermühlstr.,35
5121,Whistlerweg,43a
5116,Wettersteinpl.,2
5123,Wichertstr.,10c
5123,Wichertstr.,10d
5123,Wichertstr.,11a
5123,Wichertstr.,12
5123,Wichertstr.,12c
5123,Wichertstr.,13
5123,Wichertstr.,13b
5123,Wichertstr.,14
5123,Wichertstr.,19
5123,Wichertstr.,20
5123,Wichertstr.,29
5123,Wichertstr.,31
5124,Wichnantstr.,19a
5124,Wichnantstr.,31
5124,Wichnantstr.,35
5124,Wichnantstr.,37
5124,Wichnantstr.,39
5124,Wichnantstr.,49
5722,Becker-Gundahl-Str.,14a
5722,Becker-Gundahl-Str.,14c
5722,Becker-Gundahl-Str.,15
3229,Nabburger Str.,15
5782,Therese-Giehse-Allee,62
468,Bayerwaldstr.,48
960,Echelsbacher Str.,16
6127,Niemöllerallee,8
5043,Weidener Str.,7
5122,Wichernweg,12
6131,Anton-Weiß-Weg,11
5722,Becker-Gundahl-Str.,19
5722,Becker-Gundahl-Str.,23
5722,Becker-Gundahl-Str.,24
4795,Truderinger Str.,47
4795,Truderinger Str.,217
4990,Waldstr.,6
5106,Westerhamer Str.,19
5106,Westerhamer Str.,29
5151,Wildenwarter Str.,5
28,Adelmannstr.,8
32,Adlerstr.,8
32,Adlerstr.,24b
4800,Tsingtauer Str.,93
4835,Unnützstr.,8
3987,Ruhpoldinger Str.,21
4394,Siegsdorfer Str.,9
4455,Sonnwendjochstr.,86
5146,Wildalpjochstr.,2a
5136,Wiesbachhornstr.,12
5182,Wimbachtalstr.,24
5277,Zehntfeldstr.,172
5277,Zehntfeldstr.,204
5277,Zehntfeldstr.,253
5281,Zeisigweg,13
5498,Kunreuthstr.,30
399,Bajuwarenstr.,142
422,Barbenweg,10
410,Balsaminenstr.,7
410,Balsaminenstr.,10
5567,Peter-Paul-Althaus-Str.,7d
1853,Heideckstr.,31
596,Blodigstr.,30a
4221,Schobserstr.,7
607,Bocksdornstr.,25
2906,Lützowstr.,15a
752,Caracciolastr.,60
1032,Elfriedenstr.,45
935,Dülferstr.,18
935,Dülferstr.,21b
935,Dülferstr.,28a
935,Dülferstr.,99
4274,Schultheißstr.,15a
951,Ebereschenstr.,29
3532,Peter-Müller-Str.,10a
951,Ebereschenstr.,73
2090,Hohensteinstr.,24
5786,Schochenbergstr.,18
1183,Ferchenbachstr.,27
3416,Ossannastr.,9a
1253,Fortnerstr.,21
1272,Franz-Kötterl-Str.,12
1281,Franz-Sperr-Weg,51
468,Bayerwaldstr.,49
1469,Georg-Winkler-Str.,7a
1527,Glockenbecherstr.,27
2254,Johann-Clanze-Str.,16
1537,Glyzinenstr.,6
2384,Kaspar-Spät-Str.,19a
5498,Kunreuthstr.,48a
1328,Friedenspromenade,102a
5736,Guttenbrunner Weg,6
5736,Guttenbrunner Weg,13
5647,Hoferichterweg,6
5647,Hoferichterweg,54
5696,Kernbeißerweg,4
2543,Konrad-Celtis-Str.,2a
5208,Wirtstr.,24
5208,Wirtstr.,28
5208,Wirtstr.,32
5208,Wirtstr.,38
5210,Wißmannstr.,3
5210,Wißmannstr.,8a
5210,Wißmannstr.,10
5214,Wöhlerstr.,21
2077,Hohenbrunner Str.,23a
5214,Wöhlerstr.,22
5214,Wöhlerstr.,25
5215,Wölzlstr.,6
5104,Westendstr.,268
5104,Westendstr.,268c
5104,Westendstr.,269
5104,Westendstr.,277
5104,Westendstr.,300
5104,Westendstr.,305
1409,Ganzenmüllerstr.,34c
1052,Emin-Pascha-Str.,28
1052,Emin-Pascha-Str.,30
1052,Emin-Pascha-Str.,32
4298,Schwarzhölzlstr.,16
1129,Eversbuschstr.,187a
5971,Rudolf-Camerer-Str.,3
5971,Rudolf-Camerer-Str.,6
1664,Grünstr.,7
1664,Grünstr.,32
1843,Heckenstallerstr.,119
5975,Gottfried-Böhm-Ring,34
5975,Gottfried-Böhm-Ring,40
3127,Millauerweg,13
5109,Westermeierstr.,9
455,Baumstr.,7
455,Baumstr.,11
2011,Hochäckerstr.,6
5980,Joseph-Maria-Lutz-Anger,3
5657,Stemplingeranger,15
3354,Oberölkofener Str.,5
3354,Oberölkofener Str.,22
2055,Hötzlring,2
457,Bauschneiderstr.,7
457,Bauschneiderstr.,9
457,Bauschneiderstr.,12
457,Bauschneiderstr.,15
458,Bauschweg,3
5659,Sudermannallee,10
6134,Philipp-Foltz-Str.,28
3701,Putzbrunner Str.,74
1304,Freidankstr.,12
1304,Freidankstr.,34
2169,Im Gefilde,41
4830,Ulrich-von-Hutten-Str.,45a
4946,Vulpiusstr.,72
4976,Waldheimpl.,3a
4976,Waldheimpl.,15
4976,Waldheimpl.,33
4976,Waldheimpl.,43
4616,Stubaier Str.,10
5110,Westermühlstr.,1
5110,Westermühlstr.,1a
5120,Weyprechtstr.,88
2122,Hosigaustr.,1
5121,Whistlerweg,45
5121,Whistlerweg,47
5121,Whistlerweg,53
5122,Wichernweg,8
5123,Wichertstr.,1
5123,Wichertstr.,3b
5123,Wichertstr.,5a
5123,Wichertstr.,8
5123,Wichertstr.,10
485,Behringstr.,77a
485,Behringstr.,79
5123,Wichertstr.,25
485,Behringstr.,121
1143,Falkenhorstweg,10
1143,Falkenhorstweg,10a
1143,Falkenhorstweg,10b
1143,Falkenhorstweg,12
1143,Falkenhorstweg,12a
1143,Falkenhorstweg,12b
1143,Falkenhorstweg,12d
1143,Falkenhorstweg,12e
4166,Schleißheimer Str.,437a
2276,Josef-Retzer-Str.,20a
2276,Josef-Retzer-Str.,20c
2853,Lochhausener Str.,205
5096,Wertheimer Str.,85
5096,Wertheimer Str.,85b
5096,Wertheimer Str.,8
1438,Geitnerweg,26
4800,Tsingtauer Str.,94
4800,Tsingtauer Str.,98
5096,Wertheimer Str.,8a
5119,Weyarner Str.,1
4572,Stieglitzweg,34
4644,Sulzer-Belchen-Weg,21
4650,Swakopmunder Str.,2b
4653,Taku-Fort-Str.,6
4656,Tangastr.,44
4683,Teuchertstr.,36
4751,Togostr.,37
4755,Toni-Schmid-Str.,20
4795,Truderinger Str.,315
4800,Tsingtauer Str.,50
5607,Malvenweg,9
4931,Von-Gravenreuth-Str.,11
4951,Wachtelweg,23
4989,Waldschulstr.,51
4991,Waldtruderinger Str.,5
5022,Wasserburger Landstr.,74a
5025,Waterbergstr.,1
5071,Weißpfennigweg,16
5109,Westermeierstr.,21
772,Cimbernstr.,58
772,Cimbernstr.,107
954,Ebermayerstr.,6
134,Am Blütenanger,5
134,Am Blütenanger,72a
155,Am Gottesackerweg,93
304,Aschenbrennerstr.,30
1188,Fernpaßstr.,6
1280,Franz-Senn-Str.,13
1280,Franz-Senn-Str.,24
1376,Fürstenrieder Str.,233
1413,Garmischer Str.,246
1508,Gilmstr.,55d
5961,Plankstettenstr.,8
3952,Rotkäppchenstr.,52
804,Dahlienstr.,24
1759,Halmstr.,11
1766,Hammersbacher Str.,3
1775,Hansastr.,75
1775,Hansastr.,120
1775,Hansastr.,133
1892,Heiterwanger Str.,38
1179,Feldmochinger Str.,243b
1992,Hinterbärenbadstr.,14a
1992,Hinterbärenbadstr.,38
2507,Köferinger Str.,4a
1992,Hinterbärenbadstr.,66
2003,Hirsch-Gereuth-Str.,26
2003,Hirsch-Gereuth-Str.,59
2037,Höglwörther Str.,2
2037,Höglwörther Str.,34
2045,Höltystr.,3
2254,Johann-Clanze-Str.,50
2254,Johann-Clanze-Str.,107
2259,Johann-Houis-Str.,23
2324,Kaltnerweg,1
2401,Kederbacherstr.,11
2401,Kederbacherstr.,37
2443,Kirchgrabnerweg,10
2508,Köglspergerweg,14
3749,Rathausgasse,9
3809,Rembrandtstr.,8
2543,Konrad-Celtis-Str.,59
2602,Kriegersiedlung,3
2602,Kriegersiedlung,13
2602,Kriegersiedlung,48
2612,Krottenkopfstr.,2
2615,Krüner Pl.,16
2616,Krüner Str.,69
2638,Kuhfluchtstr.,3
453,Baumkirchner Str.,22b
5214,Wöhlerstr.,29
5214,Wöhlerstr.,34
5214,Wöhlerstr.,39
5214,Wöhlerstr.,41
5214,Wöhlerstr.,48a
5214,Wöhlerstr.,49
